Glyphname,Weight,Styles,Category,Param. 1,Param. 2,Glyph 1,Glyph 2,Glyph 3,Glyph 4
onethird.cv03.ss06,,3,C,0,0,one.ss06.numr,fraction,three.cv03.dnom
onethird.cv01.cv03.ss06,,3,C,0,0,one.cv01.ss06.numr,fraction,three.cv03.dnom
onethird.cv03.cv11.ss06,,3,C,0,0,one.cv11.ss06.numr,fraction,three.cv03.dnom
onethird.cv13.ss06,,3,C,0,0,one.ss06.numr,fraction,three.cv13.dnom
onethird.cv01.cv13.ss06,,3,C,0,0,one.cv01.ss06.numr,fraction,three.cv13.dnom
onethird.cv11.cv13.ss06,,3,C,0,0,one.cv11.ss06.numr,fraction,three.cv13.dnom
twothirds,,3,C,0,0,two.numr,fraction,three.dnom
twothirds.cv02,,3,C,0,0,two.cv02.numr,fraction,three.dnom
twothirds.cv12,,3,C,0,0,two.cv12.numr,fraction,three.dnom
twothirds.cv03,,3,C,0,0,two.numr,fraction,three.cv03.dnom
twothirds.cv02.cv03,,3,C,0,0,two.cv02.numr,fraction,three.cv03.dnom
twothirds.cv03.cv12,,3,C,0,0,two.cv12.numr,fraction,three.cv03.dnom
twothirds.cv13,,3,C,0,0,two.numr,fraction,three.cv13.dnom
twothirds.cv02.cv13,,3,C,0,0,two.cv02.numr,fraction,three.cv13.dnom
twothirds.cv12.cv13,,3,C,0,0,two.cv12.numr,fraction,three.cv13.dnom
uni2155,,3,C,0,0,one.numr,fraction,five.dnom
uni2155.cv01,,3,C,0,0,one.cv01.numr,fraction,five.dnom
uni2155.cv11,,3,C,0,0,one.cv11.numr,fraction,five.dnom
uni2155.cv05,,3,C,0,0,one.numr,fraction,five.cv05.dnom
uni2155.cv01.cv05,,3,C,0,0,one.cv01.numr,fraction,five.cv05.dnom
uni2155.cv05.cv11,,3,C,0,0,one.cv11.numr,fraction,five.cv05.dnom
uni2155.cv15,,3,C,0,0,one.numr,fraction,five.cv15.dnom
uni2155.cv01.cv15,,3,C,0,0,one.cv01.numr,fraction,five.cv15.dnom
uni2155.cv11.cv15,,3,C,0,0,one.cv11.numr,fraction,five.cv15.dnom
uni2155.ss06,,3,C,0,0,one.ss06.numr,fraction,five.dnom
